distance_from_center_mm,angle_degrees,etch_gas_flow,spin_coat_rpm,litho_overlay_error_nm,yield_pass
28.24,232.44,51.47,2089,1.614,0
20.63,216.99,53.88,1863,2.005,1
142.76,31.24,52.81,2073,2.623,1
62.04,186.78,49.38,2126,1.434,1
124.4,307.02,52.65,1831,1.398,0
42.37,239.3,47.43,1867,1.537,1
115.19,90.43,54.93,1924,1.526,1
76.81,47.99,51.95,1989,1.486,1
77.04,175.2,42.69,1967,1.819,1
24.07,69.63,49.53,2014,2.405,1
99.96,87.82,55.54,1945,2.11,0
107.87,243.6,48.39,2098,1.762,1
123.91,160.01,56.2,2002,2.716,1
53.75,218.18,58.44,2329,2.201,1
71.23,147.72,45.72,1929,3.26,1
41.21,172.9,49.72,2249,2.497,0
137.84,98.14,50.9,1950,2.387,1
146.98,359.14,46.92,2165,2.661,0
146.67,151.34,43.95,2055,3.086,1
8.71,164.28,50.99,1919,1.622,1
108.2,297.95,54.71,1903,1.404,1
125.54,143.98,48.06,1913,3.476,1
129.36,30.77,43.61,2101,1.632,1
143.03,188.33,47.33,1782,1.901,0
15.19,250.07,43.06,2201,1.483,1
7.01,155.5,55.61,2052,1.411,1
19.14,16.4,41.68,1912,2.632,1
59.6,19.93,47.81,2004,2.94,1
14.68,330.09,55.73,1901,2.916,1
81.3,285.35,47.34,2008,2.543,1
103.41,142.51,57.97,1757,2.111,1
79.38,19.43,56.27,1909,1.822,1
80.43,161.01,58.25,1907,0.889,1
20.33,231.15,56.53,2045,2.591,1
1.79,249.82,47.3,2050,2.688,1
90.71,116.65,49.48,2255,2.17,1
143.78,154.85,49.75,1991,1.484,1
115.52,236.37,51.05,2076,1.296,1
111.27,228.78,46.12,2015,1.687,0
18.32,305.18,45.78,1794,1.879,1
113.69,143.76,48.35,1945,2.245,1
92.06,133.22,45.43,1894,1.27,1
68.19,223.9,45.22,1658,3.077,1
143.28,315.63,48.85,2031,1.924,1
143.32,139.26,56.17,1925,2.661,1
107.26,55.02,54.45,1736,1.804,1
135.95,139.21,52.32,1811,2.928,1
63.03,36.94,56.3,1832,2.325,1
110.33,216.73,45.06,2250,1.856,1
32.97,335.62,51.41,2238,1.739,1
75.47,295.21,47.05,1923,1.181,1
144.09,72.26,55.08,1823,1.372,1
99.08,187.57,54.2,2178,2.672,1
77.48,101.21,44.68,1955,2.25,1
73.64,316.79,48.28,2002,2.664,1
79.14,301.47,59.0,2142,2.242,0
63.16,291.62,46.27,2243,0.624,1
142.42,281.7,48.23,1952,2.841,0
107.6,218.36,56.22,1955,1.373,1
87.5,13.63,51.43,1699,2.367,1
114.98,131.72,56.46,1805,1.459,1
70.15,285.9,50.73,2087,2.087,1
41.79,27.18,51.1,1962,2.091,1
84.28,41.55,47.77,1985,1.633,1
54.43,306.47,50.5,1776,0.0,1
45.82,264.59,49.08,2083,1.096,1
35.56,280.94,56.66,1960,1.457,1
34.1,341.88,46.66,1763,1.219,1
125.19,196.63,46.24,2371,2.037,1
5.87,206.5,60.89,2083,2.844,1
84.55,344.15,55.8,2091,2.844,1
30.08,34.71,45.6,1968,1.397,1
126.65,8.0,53.84,2082,1.61,1
10.13,328.17,47.36,1933,1.147,1
15.64,54.33,55.86,2166,2.206,1
148.7,169.95,52.6,2273,2.791,1
116.91,157.4,46.29,2068,2.551,1
118.25,25.64,49.85,2051,2.156,1
81.76,74.2,49.79,1915,1.937,1
2.01,7.98,42.68,2176,2.124,1
25.21,202.33,48.06,2224,1.158,1
103.15,139.64,48.82,1754,1.518,1
131.98,267.06,49.79,2080,2.027,1
1.53,5.82,47.28,1617,2.62,1
71.66,215.02,46.59,2146,1.088,1
29.46,237.14,43.33,1942,2.839,1
2.96,286.81,46.43,1910,0.987,1
86.26,173.03,52.59,1909,1.712,1
106.57,12.13,55.38,2233,2.816,1
95.85,197.33,49.89,1820,1.27,1
88.5,356.67,45.11,2082,2.048,1
72.48,241.86,47.2,1927,1.159,1
32.77,243.16,55.73,2101,1.67,1
18.12,102.37,46.01,2002,1.247,1
131.46,54.7,57.72,1756,2.434,1
80.44,317.54,52.1,1980,1.541,1
145.7,2.37,53.17,1929,2.455,1
140.0,197.04,53.24,2156,1.675,0
29.81,313.84,54.21,1929,2.946,1
50.25,199.05,54.66,1909,1.573,1
96.36,326.71,57.29,1906,2.283,1
76.96,146.67,46.33,1688,3.103,1
7.9,116.39,55.49,2053,1.112,1
46.69,270.65,45.28,2247,3.055,1
112.72,17.22,53.32,1809,2.464,1
37.62,297.69,48.26,2064,0.787,0
76.08,212.05,45.05,1832,1.017,1
111.04,224.66,44.29,2281,3.118,1
115.49,100.69,47.58,1875,1.469,1
22.3,156.64,57.62,1767,2.292,1
56.11,317.39,39.74,1992,2.084,1
19.43,303.6,44.32,2018,1.713,1
81.4,187.13,49.88,2233,1.811,1
101.85,252.38,53.0,2235,1.411,1
40.2,145.51,53.12,2058,1.49,1
7.51,155.61,35.6,1930,2.148,1
36.17,113.07,52.98,2078,2.069,1
101.73,77.75,48.76,2180,2.463,1
133.92,300.44,47.93,2066,1.411,1
114.41,2.95,45.69,1761,0.858,1
37.61,282.42,62.67,2328,1.131,1
2.06,56.61,53.35,1669,2.951,1
49.62,132.41,52.38,2156,1.144,1
109.03,160.37,50.88,1881,2.401,1
87.53,56.82,54.33,2045,1.907,1
60.65,259.18,47.49,2059,1.956,1
131.12,266.22,43.76,2145,1.88,1
28.77,343.23,50.67,1852,0.3,1
95.04,205.29,47.1,2124,3.813,1
87.82,46.05,50.58,1965,1.557,1
48.25,282.3,49.85,2079,2.708,1
87.15,105.19,53.2,1969,2.518,1
51.65,316.07,43.42,2095,0.652,1
136.94,66.66,44.16,1929,2.691,1
123.91,356.49,59.02,1979,1.473,1
22.38,347.99,51.21,1784,2.512,1
86.8,220.69,46.39,2104,1.36,1
59.87,141.1,49.02,2110,2.715,0
97.77,93.17,52.64,2000,2.073,1
77.18,206.79,49.41,2075,1.249,1
23.23,60.02,52.77,1976,2.567,1
2.27,105.61,42.09,1817,2.238,1
59.86,90.55,49.14,2051,1.806,1
138.4,306.73,55.67,1952,1.077,0
10.97,262.14,51.69,1884,0.954,1
57.19,9.48,39.47,1965,1.916,1
60.77,291.06,56.8,2016,0.463,1
10.3,259.23,53.22,1767,1.766,1
130.71,134.92,50.24,2184,2.292,1
101.75,266.39,44.96,2030,2.607,1
100.37,79.71,53.64,1977,2.163,1
2.39,10.5,39.74,2001,3.144,1
118.24,294.7,54.51,1994,2.424,1
101.77,187.76,49.09,2083,2.077,1
103.19,209.19,46.35,1779,1.257,1
60.82,61.6,57.29,2048,2.761,1
57.07,46.03,48.58,2096,1.359,1
46.92,247.0,51.1,1951,2.02,1
30.12,172.44,41.26,2185,2.555,1
131.16,274.29,60.7,1852,1.121,1
43.38,147.15,50.16,1882,2.411,0
76.62,351.96,47.51,1843,0.594,1
43.21,20.39,50.99,1919,2.329,1
144.64,231.77,49.5,2031,0.97,0
68.31,174.55,54.81,2033,2.293,1
37.29,257.54,60.0,2061,1.681,1
22.71,23.13,55.36,1927,2.454,1
75.84,325.64,52.63,2180,1.184,1
57.08,327.42,41.45,2031,2.019,1
106.54,55.83,38.71,2332,1.301,1
46.79,238.18,59.07,1980,1.251,1
83.47,311.14,54.95,1900,0.436,1
83.06,272.74,53.97,1850,1.797,1
19.2,72.81,45.97,2073,1.072,1
82.93,17.66,51.52,1917,2.449,1
147.16,333.99,53.84,1990,2.336,0
114.82,258.56,56.44,1894,2.553,1
118.56,134.02,43.25,1954,3.093,1
115.14,72.0,47.67,1913,1.732,1
28.75,319.91,49.54,2122,2.421,1
134.96,156.55,48.78,1812,1.778,1
60.37,313.81,51.55,1722,2.113,1
91.79,100.85,56.99,1890,1.517,0
86.51,229.31,49.29,2037,0.305,1
91.44,168.42,45.7,1820,3.194,1
39.33,352.73,52.74,1852,1.956,1
34.19,3.97,48.39,1971,2.868,1
7.41,159.94,46.4,1920,1.697,0
59.65,16.5,56.39,2100,1.129,1
148.54,183.37,47.89,2136,1.814,1
100.46,353.36,53.17,2016,2.693,1
52.31,306.29,49.47,1973,1.491,1
41.03,79.97,50.1,1923,1.871,1
12.29,19.6,48.67,1974,2.255,1
79.72,235.02,51.24,1760,2.445,1
8.72,142.26,55.46,1839,2.002,1
137.03,44.23,52.41,1838,1.649,1
8.17,81.47,51.63,2175,1.547,1
53.03,25.53,47.37,2277,1.588,1
25.1,328.11,50.89,2086,2.296,1
7.79,77.2,50.08,2092,2.17,1
96.23,324.42,48.29,1898,1.295,1
138.74,281.74,49.22,1742,1.916,1
94.78,186.49,53.04,2074,2.589,1
93.89,165.12,52.53,2090,0.791,1
123.56,253.31,52.56,2084,1.911,1
63.81,206.41,54.6,2083,1.858,1
49.7,247.32,43.94,2123,1.983,1
77.06,267.37,42.82,1932,2.52,1
32.36,173.1,50.62,2038,2.397,1
22.78,228.81,56.99,2144,2.4,1
48.93,41.71,47.82,2046,2.353,1
122.25,318.74,50.46,1879,0.663,1
85.78,196.06,51.93,1999,2.857,1
108.03,211.38,41.29,1893,1.948,1
10.13,319.34,48.29,1875,1.692,1
39.74,171.94,43.15,1948,2.06,1
62.62,118.48,50.16,2134,1.623,1
90.93,303.61,48.7,1964,0.119,1
73.21,1.33,47.41,2183,2.68,1
146.64,246.09,58.78,2014,2.502,1
13.79,1.83,50.25,2254,2.046,1
56.13,293.17,48.67,1828,3.142,1
145.41,211.12,42.89,2192,2.099,1
51.44,208.87,42.7,2078,1.331,1
73.81,191.53,44.32,1958,1.137,1
25.61,349.63,45.88,2183,2.11,1
95.92,132.04,46.32,1822,1.685,1
27.89,181.19,51.49,2051,2.351,1
30.21,185.54,55.07,2149,1.864,1
76.32,332.06,47.29,1897,2.184,1
47.86,78.74,61.67,2011,1.091,1
91.95,103.26,47.04,1838,3.042,1
107.83,99.87,42.16,2046,2.421,1
23.84,247.38,47.96,2209,1.333,1
9.18,80.04,48.76,2079,0.851,1
77.95,181.73,51.16,2050,2.04,1
18.65,12.37,55.03,1831,2.589,0
148.81,289.47,45.55,1997,2.362,1
109.06,232.54,47.44,1988,1.704,1
72.62,292.7,44.64,1725,2.756,1
55.16,298.79,54.59,2177,2.08,0
6.09,146.31,50.14,2025,2.223,1
105.86,287.63,48.58,1867,2.751,1
11.55,56.21,53.95,1978,2.169,1
17.46,73.06,49.45,1904,1.932,1
134.79,354.74,56.48,1798,1.044,1
37.33,278.28,37.42,2158,3.138,1
135.64,326.99,51.99,2294,2.072,0
141.25,147.89,55.78,1896,1.202,1
104.88,166.17,51.66,1813,1.216,1
65.73,268.86,50.11,2079,0.049,1
64.03,332.58,45.51,2020,2.252,1
135.91,139.03,49.53,2236,2.747,0
2.5,324.29,45.27,1834,1.582,1
77.08,99.95,54.79,2035,1.09,1
141.88,70.38,55.31,2104,2.153,1
94.66,244.07,50.44,1828,3.714,1
74.77,264.06,47.86,2031,1.005,1
59.54,156.12,46.18,2044,2.491,1
147.34,342.92,46.93,2171,2.447,0
149.68,323.37,45.04,2005,2.761,0
130.02,200.1,53.37,2142,3.012,1
136.75,41.79,45.88,1914,2.637,1
81.81,123.91,49.49,2029,0.943,1
16.71,59.86,47.21,2021,1.729,1
63.36,303.79,47.68,2392,2.311,1
34.18,67.75,43.31,2006,2.102,1
61.95,246.38,47.54,2267,2.728,1
137.03,184.91,49.21,2323,2.0,0
57.96,161.99,44.77,1910,1.717,1
18.89,126.28,51.19,2097,0.959,1
2.92,26.19,58.62,1861,2.73,0
36.39,163.75,42.9,2059,0.991,1
134.9,300.2,42.44,1723,0.929,1
7.06,152.51,46.55,1929,1.952,1
121.51,313.27,53.74,1913,1.245,1
93.01,191.59,52.07,2062,1.751,1
137.31,130.32,57.6,2090,3.277,1
86.06,137.32,53.39,2082,0.556,1
63.25,82.42,49.47,1886,1.579,1
4.76,184.03,49.39,2210,2.091,1
145.23,200.53,45.86,2111,2.238,0
72.31,8.83,54.43,2032,1.365,1
16.45,304.86,46.12,1841,2.089,1
130.29,95.0,47.16,2127,3.13,1
32.79,15.59,56.33,2051,1.921,1
137.8,318.74,49.06,1596,3.155,0
101.32,221.85,47.38,2086,3.403,1
108.17,303.62,46.73,2138,2.456,1
62.11,192.68,56.16,1941,1.599,1
77.44,139.27,49.57,2119,3.097,1
99.94,211.23,56.7,2081,1.519,1
38.5,172.45,48.39,1938,1.895,1
69.83,78.38,51.68,2089,1.494,1
149.56,215.87,37.55,2115,0.392,1
102.36,256.75,50.98,2009,1.764,1
102.07,201.89,48.99,2099,1.939,1
83.07,148.44,43.21,2033,2.736,1
79.93,230.38,48.31,1756,2.053,1
61.66,175.42,41.53,1883,1.468,1
89.57,103.5,45.15,1960,2.969,1
34.74,281.17,46.71,1923,2.046,1
128.49,142.19,50.7,1864,3.006,1
134.39,204.68,51.47,1749,2.274,1
32.97,279.01,49.36,2067,1.321,1
40.93,227.91,51.44,2034,2.439,1
138.5,235.89,49.37,2124,1.982,1
111.05,124.78,54.87,1968,0.726,1
45.37,119.95,45.31,1890,2.873,1
62.62,5.86,53.99,2098,3.107,1
28.06,271.88,50.62,2090,2.165,1
107.98,117.69,45.23,2029,1.514,1
88.04,308.68,50.52,2152,2.779,1
14.57,86.62,50.62,1829,1.242,1
136.21,219.8,53.7,1966,3.542,1
23.99,63.24,57.36,2044,0.723,1
92.02,113.38,57.71,1847,3.673,1
113.22,199.63,42.44,2014,4.033,0
17.64,164.7,40.9,2093,0.831,1
44.23,141.32,45.42,2140,3.352,1
46.03,220.02,58.39,1853,2.824,1
122.78,219.09,43.53,1978,1.197,1
19.45,353.04,48.42,2223,2.428,1
6.94,55.83,48.6,1810,1.463,1
130.97,347.9,44.98,1980,2.908,1
65.2,279.89,53.27,1881,2.245,1
120.88,80.1,48.26,2215,2.451,1
14.55,170.1,62.61,2210,2.512,1
24.77,340.54,55.2,2068,1.405,1
83.85,106.03,46.26,2252,2.652,1
22.21,249.67,44.81,1863,2.226,1
121.46,237.37,45.57,1924,0.622,1
87.93,305.73,60.96,1563,3.432,1
42.3,230.71,50.01,1971,1.355,1
34.28,295.62,48.9,2040,1.898,1
9.55,163.58,58.87,2228,1.629,1
120.59,229.66,49.03,1893,1.404,1
142.12,87.23,47.16,2079,0.499,0
48.97,107.89,53.47,1978,1.518,1
20.04,49.99,59.83,2138,2.665,1
81.66,163.75,56.88,1916,2.244,1
25.66,268.01,47.64,1762,1.737,1
70.17,290.23,48.5,2051,1.988,1
51.94,334.97,40.11,1855,1.894,1
70.15,129.88,45.56,2087,3.142,1
127.23,308.67,41.68,1995,2.095,1
94.81,269.55,39.87,1951,1.24,1
118.36,40.65,57.91,2186,2.586,1
119.09,296.22,47.83,2052,3.454,1
101.94,173.94,51.79,2258,1.361,1
62.09,113.81,54.63,2110,1.533,1
26.97,68.09,51.21,2001,3.723,1
119.47,305.13,52.77,1982,1.226,1
65.87,123.61,46.16,2212,1.428,1
82.32,176.21,44.9,2083,1.703,1
3.5,355.15,46.02,2318,2.756,1
132.68,138.63,53.17,2220,1.548,1
14.33,352.46,49.44,2159,0.412,1
55.21,129.55,34.76,1994,1.133,1
37.34,308.6,55.41,2123,2.765,1
21.9,134.47,45.75,2144,1.404,1
82.77,46.01,46.66,2030,0.691,1
122.98,83.77,47.87,2111,2.324,1
50.68,27.91,56.53,2059,1.764,1
93.54,15.13,54.73,2072,0.806,1
91.42,60.73,52.6,1689,2.818,1
21.12,283.88,49.54,2203,1.284,1
109.51,76.95,48.37,2019,2.407,0
4.17,149.17,51.13,2265,2.787,1
95.48,356.75,45.67,1879,1.32,1
149.73,200.65,52.01,1999,3.052,0
140.88,266.69,52.3,2082,2.109,0
110.7,224.55,49.1,1864,0.201,1
24.62,273.9,50.69,1815,2.701,1
52.38,102.88,45.73,2192,1.636,1
119.94,318.31,44.24,2023,2.543,1
102.66,198.15,52.69,1924,1.003,1
19.87,114.81,45.85,1858,3.296,1
87.97,41.75,39.86,1940,3.6,1
72.15,137.28,66.53,1950,1.758,1
135.3,54.16,48.78,2010,2.136,1
62.0,53.92,45.94,2143,2.155,1
144.08,2.02,52.92,2220,1.002,1
91.03,80.89,41.76,2051,0.964,1
125.42,273.91,52.69,2061,2.345,1
32.88,140.49,47.94,1916,1.975,1
72.53,347.76,49.09,1767,2.411,1
19.6,53.11,62.12,1900,1.771,1
73.75,331.13,48.71,1961,2.241,1
29.11,106.51,59.32,2051,1.671,1
15.18,216.5,48.46,2060,1.706,1
10.57,114.46,44.95,1898,1.952,1
45.51,71.99,48.58,2013,1.876,1
6.18,172.97,53.54,1860,1.438,1
57.35,270.17,46.77,2171,2.408,1
34.12,162.74,48.62,2184,3.109,1
26.28,53.22,41.44,2076,1.152,1
47.26,134.79,47.99,1877,2.755,1
21.87,333.99,55.38,2085,2.714,1
98.1,0.92,48.97,1519,1.265,1
72.09,232.28,51.18,1900,2.476,0
60.15,210.07,50.01,2159,2.718,1
4.81,91.75,45.69,1925,1.5,1
54.54,267.19,47.12,1992,2.403,1
33.23,8.81,52.33,1992,1.921,1
108.02,340.02,40.9,2112,2.024,1
147.06,127.91,51.34,2055,2.671,0
115.94,274.91,51.18,2171,1.574,1
13.3,354.02,52.77,1794,2.621,0
27.79,175.55,59.87,2135,2.156,1
93.21,20.37,54.94,1858,3.49,1
130.09,88.74,42.55,2104,0.831,1
12.1,142.0,47.13,1982,1.72,1
12.15,100.63,49.38,1813,1.529,1
43.24,209.7,46.75,1805,3.017,1
16.34,197.25,49.15,1631,2.101,1
135.57,194.98,51.5,1795,2.22,1
11.61,359.92,42.5,2037,1.132,1
96.13,340.98,48.53,1694,2.435,0
20.19,12.5,57.1,2086,2.09,1
148.19,65.65,49.63,2045,2.162,1
21.69,303.6,62.36,1980,3.622,1
107.12,94.68,46.09,1878,1.275,1
104.55,79.54,42.18,1984,3.291,1
49.99,323.57,56.08,1839,0.929,1
31.5,19.2,52.34,1813,2.408,1
77.2,223.12,46.21,2206,0.934,1
6.03,235.04,48.57,2089,1.543,1
86.16,306.65,55.36,2158,1.608,1
39.17,71.09,49.51,1926,1.59,0
7.06,275.55,53.55,2099,2.324,1
15.17,86.32,50.38,1831,2.334,1
99.42,267.09,51.87,1968,1.412,1
94.68,352.86,42.93,1977,1.586,0
120.43,130.95,49.14,2136,1.65,1
16.82,27.18,45.85,2224,4.292,1
24.2,90.41,53.02,1937,2.53,1
124.74,12.67,50.36,1991,1.948,1
131.42,351.75,44.88,2159,3.131,1
74.6,101.55,59.86,1753,0.736,1
20.16,265.49,52.69,2228,1.984,1
1.45,200.09,53.7,1882,0.107,1
108.44,269.23,53.5,2177,2.895,1
32.74,300.47,44.75,1939,1.812,1
102.39,305.93,35.72,1981,2.461,0
123.26,119.56,59.23,1865,1.456,1
43.8,83.67,48.08,2222,2.084,1
58.09,111.06,43.39,1913,1.924,1
79.06,307.78,51.5,2038,2.254,1
144.88,214.77,46.97,2224,2.053,0
35.73,160.34,52.4,2195,2.097,1
77.03,319.62,50.02,2135,1.706,1
3.77,153.96,53.08,2137,1.816,1
142.51,12.17,46.86,2132,2.47,1
98.52,158.72,53.5,2082,2.816,1
140.5,218.23,46.74,2278,2.694,1
99.42,326.31,50.05,1938,2.254,1
105.59,220.72,48.03,1813,1.437,1
139.14,32.7,47.72,1993,2.431,0
130.56,114.77,51.78,2135,1.945,1
36.97,200.09,54.13,1989,2.357,1
72.02,158.17,41.69,2336,2.849,1
120.76,69.37,49.65,1735,1.557,1
109.71,292.8,47.41,1960,2.863,1
148.37,286.87,46.87,2044,2.069,1
90.02,98.86,55.45,2234,0.357,1
23.36,248.95,41.63,1953,2.928,1
36.53,162.28,53.59,1909,3.873,1
144.59,221.88,50.35,2175,0.0,1
63.52,258.84,53.51,1855,2.96,1
10.64,179.92,45.53,2238,2.687,1
113.34,69.07,68.13,2012,1.113,1
45.3,51.85,41.84,1981,1.848,1
121.48,51.92,50.4,1901,1.335,1
39.6,350.37,55.7,1824,2.121,1
111.21,88.63,53.29,2093,1.96,1
11.39,355.54,56.29,2143,2.855,1
24.26,115.32,45.71,1846,3.13,1
84.76,209.0,54.1,1948,3.095,1
132.56,236.02,54.04,1785,1.975,1
17.94,283.58,51.94,2016,3.293,1
23.4,268.1,47.32,2001,1.608,1
141.77,327.52,49.47,2211,2.632,1
32.92,336.6,58.72,2111,3.143,1
120.95,329.27,53.13,1888,3.085,1
50.06,143.82,53.39,1988,4.564,1
66.97,27.12,44.14,2429,2.187,1
128.81,240.67,48.14,2169,1.644,1
96.93,285.62,50.69,2239,2.227,1
41.84,246.81,60.56,2185,1.641,1
35.43,142.44,49.19,1707,2.616,1
98.72,174.55,46.67,1826,2.87,1
2.2,296.31,46.76,1988,3.101,1
88.54,162.94,53.4,2185,2.25,1
33.09,55.96,56.18,2218,1.906,1
101.23,0.77,49.12,2236,3.397,1
123.87,298.7,55.42,2104,0.67,1
18.52,27.0,36.56,1811,1.522,1
112.13,285.72,47.89,1900,1.097,1
37.04,320.97,43.05,2072,2.007,1
32.11,352.14,50.87,2066,2.032,0
52.84,92.6,48.54,1787,1.733,1
101.92,316.28,57.59,1867,1.713,1
80.66,120.34,47.27,2100,4.161,1
94.58,183.27,47.91,1943,0.239,1
79.31,273.33,49.18,2006,1.474,0
49.97,282.28,53.94,1997,1.767,1
28.63,190.78,41.43,1836,2.307,1
19.44,146.7,48.21,1813,1.595,1
104.34,76.19,48.61,2113,2.579,1
74.95,291.41,56.58,1971,1.751,1
83.97,326.48,36.86,2003,2.123,1
127.75,193.74,45.93,1741,2.862,0
12.43,137.53,52.35,2028,3.595,0
18.91,0.72,44.49,2047,2.562,1
111.82,332.7,55.1,1953,1.967,1
57.14,327.26,46.89,2268,2.678,1
63.9,346.31,52.31,1844,2.111,1
121.8,150.29,46.25,1949,1.708,1
145.43,251.49,45.57,2033,2.261,0
36.59,79.76,52.7,2107,1.384,1
27.99,286.11,60.07,2215,1.998,1
34.43,17.54,61.68,1987,1.465,1
135.19,200.08,45.98,1944,1.162,1
74.3,272.82,67.38,2030,1.651,1
29.83,86.82,42.17,2272,0.887,1
93.46,250.46,49.52,2042,1.462,1
129.78,149.61,55.32,2062,2.396,1
103.42,301.25,50.72,1926,2.391,1
79.68,353.74,59.07,1835,1.878,1
40.86,194.52,47.71,1895,0.456,1
85.46,197.35,52.64,2117,3.571,1
117.64,263.68,54.38,1952,2.463,0
103.34,211.11,55.08,2059,1.68,1
126.26,227.2,41.7,1878,3.171,1
62.2,20.01,56.02,2108,1.635,1
0.78,283.8,49.67,2115,2.129,1
26.35,74.24,44.99,2021,2.081,1
28.03,8.02,52.75,1952,1.567,0
79.79,316.81,46.29,1861,1.734,1
69.76,236.69,44.6,1680,1.811,1
31.85,269.83,56.98,1746,2.877,1
44.13,352.21,45.14,1805,3.792,1
79.35,66.62,44.35,1913,2.248,1
137.34,194.57,58.04,2177,0.281,1
62.01,289.73,44.36,1881,1.462,0
85.49,10.74,49.37,2093,0.806,1
132.13,265.92,41.12,2208,2.262,1
39.61,35.05,41.63,2024,2.313,1
26.93,91.39,53.72,2343,0.969,1
65.59,289.19,55.85,2306,2.429,1
127.99,209.54,54.1,2259,2.657,1
53.57,245.09,45.4,1735,0.747,1
93.65,88.72,53.59,2040,1.803,1
84.53,216.81,55.64,1938,0.992,1
34.86,55.23,43.38,1993,2.165,1
96.02,287.64,51.2,1896,0.801,1
82.21,64.59,55.47,2141,2.68,1
35.41,314.41,56.02,2127,1.849,1
84.51,155.73,56.09,2327,1.06,1
138.27,69.23,43.96,1920,2.311,1
93.14,79.57,45.16,2398,2.586,1
1.75,213.48,47.29,1727,2.063,1
148.33,149.0,50.15,2039,3.078,1
50.1,313.32,53.21,1778,1.71,1
73.64,238.16,56.9,2042,2.708,1
1.83,57.87,55.95,1961,1.976,1
95.39,317.87,49.51,1797,2.435,1
32.72,46.81,50.07,1907,1.974,1
51.85,194.87,42.6,2174,1.994,1
109.97,22.59,48.71,2132,0.622,1
42.6,69.8,54.02,2076,1.547,1
79.64,212.32,53.43,1942,3.766,1
114.4,59.31,43.99,2176,2.569,1
135.83,88.15,47.17,1950,1.25,0
67.69,128.86,51.2,2077,1.23,1
18.48,330.26,41.58,1725,1.912,1
76.89,327.69,51.64,2015,1.888,1
148.01,89.32,43.62,2050,1.66,1
13.83,148.49,45.95,1879,2.594,1
1.48,67.02,45.03,2247,2.143,1
33.54,157.48,53.91,1878,1.894,1
64.57,159.37,52.31,1981,1.921,1
107.4,192.95,44.53,1949,1.402,1
36.99,76.14,54.24,1918,1.061,1
103.58,338.52,60.39,2015,0.812,1
93.99,42.1,57.31,1999,0.723,1
34.95,274.19,53.01,1910,1.596,1
53.21,212.89,47.81,1950,1.613,1
123.22,277.91,48.72,2084,1.553,1
90.87,260.64,54.1,1958,1.434,1
37.81,28.42,52.7,1932,1.513,1
130.97,279.0,49.93,2112,0.836,1
24.12,332.49,55.83,2036,2.025,1
56.34,319.7,50.2,2288,2.028,1
37.58,155.37,44.75,2284,3.026,1
144.24,328.23,42.03,1911,2.252,1
115.1,306.28,52.49,1940,3.841,1
137.49,116.83,56.32,2017,2.042,1
129.86,232.81,49.61,2054,0.942,1
12.77,68.93,50.88,2103,3.146,1
107.89,236.17,43.77,1808,2.159,1
11.26,119.05,54.28,1746,2.227,1
101.19,357.57,43.9,1852,1.79,1
49.09,70.84,50.66,1998,2.802,1
44.62,354.77,50.25,1986,1.172,1
20.79,57.5,49.92,2148,2.199,1
33.02,114.34,51.81,2100,1.57,1
56.11,16.0,52.79,1896,1.541,1
57.37,119.67,54.22,2011,1.665,1
59.52,195.39,57.48,1979,2.488,1
43.62,59.46,49.12,1741,1.541,1
60.47,308.4,39.55,2148,1.921,1
23.85,336.7,48.65,1869,2.066,1
3.36,270.7,46.07,1956,1.622,1
46.3,110.49,41.34,2074,3.49,1
61.07,52.85,47.11,1889,2.921,1
114.35,206.04,57.11,1746,0.932,1
92.15,201.47,53.94,2079,2.245,1
145.0,267.48,46.08,1970,1.837,0
22.8,245.89,54.41,2042,2.812,1
34.92,66.87,54.26,2119,1.975,1
66.89,299.91,45.94,1841,2.621,1
73.25,90.51,50.0,1904,2.352,1
101.43,34.84,43.85,1954,0.47,1
87.79,350.34,44.9,1855,2.46,1
74.83,357.32,56.51,1868,2.286,0
5.15,55.29,47.9,2079,1.032,1
53.07,43.14,53.03,2088,2.691,1
69.02,307.41,51.53,2219,2.003,1
57.16,98.97,46.61,2024,1.877,1
116.54,327.73,54.6,2089,3.069,1
117.22,222.23,50.0,1750,3.386,1
46.17,211.03,50.18,1926,2.61,1
102.09,111.16,57.07,2343,1.15,1
133.75,80.51,47.12,1729,1.631,1
93.21,176.07,49.82,1930,1.889,1
145.72,224.68,52.87,2199,2.234,0
27.76,248.52,39.26,2064,1.981,1
40.22,182.76,46.49,2075,2.865,1
96.48,200.06,44.67,1921,2.094,1
71.89,85.35,54.35,1947,1.487,1
103.34,230.35,44.36,2200,2.109,1
99.51,164.11,48.18,1771,1.993,1
90.37,273.1,49.92,1914,2.121,1
116.0,161.7,49.4,1814,1.371,1
104.46,203.84,48.28,2022,1.893,1
49.17,189.25,46.09,2134,1.31,1
131.99,332.01,54.73,1943,1.79,1
47.28,249.93,53.9,2005,2.436,1
42.85,47.85,56.72,2257,1.907,1
88.88,59.93,51.14,2285,2.3,1
19.08,261.48,53.25,1791,2.124,1
123.92,139.97,47.39,2113,2.82,1
88.49,182.17,52.67,1768,1.1,0
46.25,143.0,56.05,1977,1.111,1
110.82,244.46,42.19,1848,1.771,1
115.87,180.88,46.14,2051,3.308,1
79.42,334.91,50.57,1976,2.894,1
100.65,356.57,50.23,1965,1.811,1
25.68,281.5,52.58,1931,1.818,1
96.01,296.28,46.11,2331,3.492,1
107.23,21.32,54.84,2152,2.625,1
